選舉區,姓名,性別,出生年月日,推薦之政黨,抽籤號次,公職類別
臺北市中正區文祥里,徐年祥,男,044/12/01,無,2,村里長
臺北市中正區文祥里,李淑珍,女,044/10/25,中國國民黨,3,村里長
臺北市中正區三愛里,陳仁志,男,052/10/01,無,1,村里長
臺北市中正區三愛里,郭展峻,男,067/08/02,無,2,村里長
臺北市大同區玉泉里,洪翠微,女,058/09/29,無,1,村里長
臺北市大同區玉泉里,張如德,女,058/11/05,無,2,村里長
臺北市大同區玉泉里,鄭錦泰,男,043/11/07,民主進步黨,3,村里長
臺北市大同區建明里,王振宇,男,060/12/11,無,1,村里長
臺北市大同區建功里,周志賢,男,047/07/30,民主進步黨,1,村里長
臺北市大同區建功里,謝文祥,男,049/09/15,中國國民黨,2,村里長
臺北市大同區建泰里,林聖恆,男,077/07/23,無,1,村里長
臺北市大同區建泰里,陳鵬程,男,056/02/12,民主進步黨,2,村里長
臺北市大同區建泰里,王嘉慧,女,081/07/19,無,3,村里長
臺北市大同區永樂里,林宗穎,男,067/08/13,無,1,村里長
臺北市大同區永樂里,張瑋倫,女,049/11/08,無,2,村里長
臺北市大同區朝陽里,呂國維,男,066/12/07,無,1,村里長
臺北市大同區星明里,劉福永,男,049/03/07,無,1,村里長
臺北市大同區星明里,黃書揚,男,048/03/06,民主進步黨,2,村里長
臺北市大同區光能里,陳靜筠,女,064/04/22,民主進步黨,1,村里長
臺北市大同區大有里,許美智,女,057/08/09,民主進步黨,1,村里長
臺北市大同區延平里,郭逸斌,男,062/03/18,無,1,村里長
臺北市大同區延平里,林昌,男,043/04/25,無,2,村里長
臺北市大同區雙連里,施鴻銘,男,047/06/07,無,1,村里長
臺北市大同區雙連里,張庭瑋,男,076/01/29,無,2,村里長
臺北市大同區雙連里,洪振恒,男,051/09/15,民主進步黨,3,村里長
臺北市大同區雙連里,林堅祺,男,066/08/17,無,4,村里長
臺北市大同區南芳里,陳品君,女,076/06/05,無,1,村里長
臺北市大同區南芳里,賴徐玉枝,女,043/07/20,民主進步黨,2,村里長
臺北市大同區民權里,林美菊,女,053/09/26,民主進步黨,1,村里長
臺北市大同區民權里,郭國堅,男,051/12/08,無,2,村里長
臺北市大同區民權里,陳玉女,女,042/12/05,無,3,村里長
臺北市大同區景星里,吳若屏,女,060/12/04,無,1,村里長
臺北市大同區景星里,張惠雯,女,067/06/09,民主進步黨,2,村里長
臺北市大同區隆和里,沈春華,女,072/04/18,民主進步黨,1,村里長
臺北市大同區隆和里,林群翔,男,077/01/09,無,2,村里長
臺北市大同區蓬萊里,高炳倉,男,042/08/04,無,1,村里長
臺北市大同區蓬萊里,何英輝,男,048/04/28,民主進步黨,2,村里長
臺北市大同區國順里,陳穎慧,女,043/09/19,民主進步黨,1,村里長
臺北市大同區國慶里,吳祚貴,男,040/01/17,無,1,村里長
臺北市大同區國慶里,高大陸,男,045/11/26,民主進步黨,2,村里長
臺北市大同區國慶里,賴威宏,男,053/12/29,無,3,村里長
臺北市大同區揚雅里,吳振明,男,042/10/25,無,1,村里長
臺北市大同區斯文里,王賓崑,男,056/10/10,無,1,村里長
臺北市大同區斯文里,江雪卿,女,040/08/01,民主進步黨,2,村里長
臺北市大同區斯文里,李宗成,男,033/10/12,無,3,村里長
臺北市大同區鄰江里,張孟涵,女,053/03/16,無,1,村里長
臺北市大同區鄰江里,陳豊祥,男,053/11/12,民主進步黨,2,村里長
臺北市大同區鄰江里,黃瑞廷,男,061/09/25,無,3,村里長
臺北市大同區至聖里,楊秀龍,男,053/10/23,無,1,村里長
臺北市大同區至聖里,呂映慈,女,052/04/30,無,2,村里長
臺北市大同區老師里,王奕宥,女,063/02/16,無,1,村里長
臺北市大同區老師里,許宮銘,男,057/04/30,民主進步黨,2,村里長
臺北市大同區老師里,賴淑芬,女,059/05/05,無,3,村里長
臺北市大同區重慶里,謝承翰,男,080/03/15,無,1,村里長
臺北市大同區重慶里,李崇暐,男,075/01/23,無,2,村里長
臺北市大同區重慶里,張艷鴻,女,060/03/19,無,3,村里長
臺北市大同區重慶里,莊俊王,男,044/08/30,中國國民黨,4,村里長
臺北市大同區保安里,許凱傑,男,073/09/13,無,1,村里長
臺北市大同區保安里,張賦脈,女,045/02/01,民主進步黨,2,村里長
臺北市萬華區福星里,李黃玉根,女,032/10/01,中國國民黨,1,村里長
臺北市萬華區福星里,徐庶崇,男,058/11/28,無,2,村里長
臺北市萬華區萬壽里,張振東,男,052/05/17,無,1,村里長
臺北市萬華區萬壽里,吳美玟,女,054/11/22,無,2,村里長
臺北市萬華區西門里,葉敏惠,女,041/01/10,中國國民黨,1,村里長
臺北市萬華區西門里,謝金洲,男,049/09/25,無,2,村里長
臺北市萬華區新起里,陳鴻祥,男,049/07/10,無,1,村里長
臺北市萬華區菜園里,蔡蕙而,女,066/10/22,無,1,村里長
臺北市萬華區青山里,孫亦德,男,069/11/11,無,1,村里長
臺北市萬華區青山里,陳子銘,男,066/03/28,無,2,村里長
臺北市萬華區青山里,李昭成,男,045/07/03,無,3,村里長
臺北市萬華區富民里,范添成,男,037/08/21,民主進步黨,1,村里長
臺北市萬華區富民里,蕭怡婷,女,071/07/05,人民民主黨,2,村里長
臺北市萬華區富民里,黃豐徽,男,067/07/20,無,3,村里長
臺北市萬華區福音里,蔡岳樺,男,070/02/18,中國國民黨,1,村里長
臺北市萬華區仁德里,許淑惠,女,058/01/22,民主進步黨,1,村里長
臺北市萬華區富福里,許文輝,男,036/09/20,中國國民黨,1,村里長
臺北市萬華區富福里,謝文興,男,061/05/24,無,2,村里長
臺北市萬華區頂碩里,溫宗霖,男,065/08/10,無,1,村里長
臺北市萬華區頂碩里,鄧富軒,男,079/12/05,無,2,村里長
臺北市萬華區頂碩里,李智聰,男,044/05/18,無,3,村里長
臺北市萬華區雙園里,許惠城,男,046/07/05,無,1,村里長
臺北市萬華區新忠里,邱文龍,男,045/01/01,中國國民黨,1,村里長
臺北市萬華區新和里,邱惠雯,女,048/01/25,無,1,村里長
臺北市萬華區糖廍里,葉玲瑜,女,053/09/17,無,1,村里長
臺北市萬華區糖廍里,謝岳錡,男,052/02/10,無,2,村里長
臺北市萬華區糖廍里,李宜蓁,女,055/07/15,無,3,村里長
臺北市萬華區和平里,林文聰,男,045/12/18,無,1,村里長
臺北市萬華區和平里,吳淑芬,女,056/11/27,無,2,村里長
臺北市萬華區綠堤里,邱郁惠,女,056/06/05,無,1,村里長
臺北市萬華區綠堤里,劉維晟,男,082/03/13,無,2,村里長
臺北市萬華區華江里,洪佳君,女,072/10/17,無,1,村里長
臺北市萬華區華江里,楊華中,男,044/03/16,中國國民黨,2,村里長
臺北市萬華區柳鄉里,蔡和益,男,063/08/24,無,1,村里長
臺北市萬華區日善里,顏傳芳,男,049/07/14,無,1,村里長
臺北市萬華區日善里,蕭進德,男,046/09/28,無,2,村里長
臺北市萬華區新安里,郭正中,男,049/11/28,中國國民黨,1,村里長
臺北市萬華區忠德里,鄭明裕,男,043/03/20,民主進步黨,1,村里長
臺北市萬華區忠德里,施育婷,女,066/11/28,無,2,村里長
臺北市萬華區孝德里,李明芬,女,056/03/25,無,1,村里長
臺北市萬華區和德里,洪天化,男,042/09/10,無,1,村里長
臺北市萬華區錦德里,李念禧,男,070/03/09,無,1,村里長
臺北市萬華區錦德里,洪啓敏,男,056/08/27,無,2,村里長
臺北市萬華區錦德里,林明華,男,045/10/04,無,3,村里長
臺北市萬華區錦德里,林育德,男,058/10/05,無,4,村里長
臺北市萬華區錦德里,張菀庭,女,064/10/02,無,5,村里長
臺北市萬華區全德里,趙素美,女,059/09/20,無,1,村里長
臺北市萬華區保德里,楊美女,女,044/07/27,無,1,村里長
臺北市萬華區銘德里,林修進,男,055/01/23,無,1,村里長
臺北市萬華區銘德里,吳啟源,男,061/03/09,無,2,村里長
臺北市萬華區銘德里,魏遠義,男,058/07/24,無,3,村里長
臺北市萬華區榮德里,陳欣漢,男,047/11/14,無,1,村里長
臺北市萬華區壽德里,蔡素麗,女,038/12/15,中國國民黨,1,村里長
臺北市萬華區壽德里,陳志雄,男,062/12/05,無,2,村里長
臺北市萬華區壽德里,周黃凱芝,女,043/05/27,無,3,村里長
臺北市萬華區興德里,吳政侑,男,053/03/28,無,1,村里長
臺北市萬華區興德里,黃子菱,女,059/12/02,無,2,村里長
臺北市萬華區興德里,鄭宗澤,男,066/04/13,無,3,村里長
臺北市萬華區華中里,黃世豪,男,061/08/22,無,1,村里長
臺北市萬華區華中里,楊為忠,男,049/11/12,無,2,村里長
臺北市萬華區華中里,王愷葳,男,069/11/11,無,3,村里長
臺北市萬華區日祥里,鍾駿,男,040/01/01,中國國民黨,1,村里長
臺北市萬華區日祥里,張宏聖,男,060/12/24,無,2,村里長
臺北市萬華區忠貞里,林錫祺,男,049/07/29,中國國民黨,1,村里長
臺北市萬華區忠貞里,王萍,女,042/07/08,無,2,村里長
臺北市萬華區凌霄里,游秋蓮,女,045/09/27,中國國民黨,1,村里長
臺北市萬華區騰雲里,林國崧,男,047/02/02,無,1,村里長
臺北市萬華區騰雲里,李重華,男,050/06/15,中國國民黨,2,村里長
臺北市文山區景行里,陳千惠,女,059/08/23,無,1,村里長
臺北市文山區景行里,劉竹英,女,044/10/02,無,2,村里長
臺北市文山區景東里,高鳳謙,女,055/12/29,中國國民黨,1,村里長
臺北市文山區景美里,李明澤,男,050/11/27,無,1,村里長
臺北市文山區景美里,曾濬,男,079/10/17,中國國民黨,2,村里長
臺北市文山區景美里,林賢錡,男,041/08/04,無,3,村里長
臺北市文山區景慶里,黃美珠,女,061/02/18,無,1,村里長
臺北市文山區景慶里,蔡岳澄,男,071/04/25,無,2,村里長
臺北市文山區景慶里,黃逢廣,男,042/01/18,中國國民黨,3,村里長
臺北市文山區景仁里,陳依茹,女,067/09/03,無,1,村里長
臺北市文山區景仁里,黃淑卿,女,037/12/11,無,2,村里長
臺北市文山區景仁里,何進輝,男,048/12/12,中國國民黨,3,村里長
臺北市文山區景華里,黃培堯,男,053/11/17,中國國民黨,1,村里長
臺北市文山區景華里,陳金泉,男,046/07/14,無,2,村里長
臺北市文山區萬有里,黃麗霓,女,055/03/29,中國國民黨,1,村里長
臺北市文山區萬有里,陳建源,男,049/11/02,無,2,村里長
臺北市文山區萬有里,陳高美美,女,038/10/31,無,3,村里長
臺北市文山區萬祥里,蔡森然,男,059/03/22,民主進步黨,1,村里長
臺北市文山區萬祥里,張紅木,男,045/02/25,無,2,村里長
臺北市文山區萬隆里,林宗弘,男,042/07/10,無,1,村里長
臺北市文山區萬隆里,賴孔勝,男,050/05/05,無,2,村里長
臺北市文山區萬隆里,蘇麗華,女,050/02/22,無,3,村里長
臺北市文山區萬年里,邱秋芳,女,056/12/10,無,1,村里長
臺北市文山區萬和里,吳祚榮,男,043/08/11,中國國民黨,1,村里長
臺北市文山區萬盛里,徐福進,男,038/09/12,中國國民黨,1,村里長
臺北市文山區興豐里,余鴻儒,男,043/10/23,中國國民黨,1,村里長
臺北市文山區興豐里,李雅惠,女,060/05/02,無,2,村里長
臺北市文山區興光里,洪正平,男,051/10/25,中國國民黨,1,村里長
臺北市文山區興家里,劉宗勲,男,042/07/23,中國國民黨,1,村里長
臺北市文山區興得里,曾瑞城,男,057/09/29,中國國民黨,1,村里長
臺北市文山區興業里,凌錦成,男,042/03/20,中國國民黨,1,村里長
臺北市文山區興安里,林文權,男,064/06/05,無,1,村里長
臺北市文山區興安里,陳啟東,男,047/01/09,中國國民黨,2,村里長
臺北市文山區興福里,呂晴芸,女,067/08/20,無,1,村里長
臺北市文山區興福里,許銘良,男,053/03/29,無,2,村里長
臺北市文山區興旺里,陳忠榮,男,043/01/26,中國國民黨,1,村里長
臺北市文山區興旺里,蘇瓏議,男,053/03/31,無,2,村里長
臺北市文山區興旺里,翁細文,男,050/06/08,無,3,村里長
臺北市文山區興泰里,鍾譯樂,男,048/02/18,無,1,村里長
臺北市文山區興泰里,施志聰,男,045/06/27,中國國民黨,2,村里長
臺北市文山區興昌里,吳融昊,男,048/05/28,中國國民黨,1,村里長
臺北市文山區試院里,廖欽銅,男,045/05/09,中國國民黨,1,村里長
臺北市文山區試院里,楊宗翰,男,071/04/30,無,2,村里長
臺北市文山區華興里,陳峙穎,男,082/06/07,無,1,村里長
臺北市文山區明義里,仇世屏,男,058/01/09,中國國民黨,1,村里長
臺北市文山區明興里,鄢健民,男,049/04/30,無,1,村里長
臺北市文山區明興里,洪絢虹,女,057/12/22,無,2,村里長
臺北市文山區木柵里,高銘傳,男,045/08/27,中國國民黨,1,村里長
臺北市文山區木柵里,林志勤,男,057/03/25,無,2,村里長
臺北市文山區木新里,鄭明通,男,045/12/30,中國國民黨,1,村里長
臺北市文山區順興里,單曉涵,女,071/10/28,無,1,村里長
臺北市文山區順興里,楊培釧,男,050/05/18,無,2,村里長
臺北市文山區樟林里,陳文乾,男,049/03/02,中國國民黨,1,村里長
臺北市文山區樟新里,黃晟彰,男,077/10/04,無,1,村里長
臺北市文山區樟新里,歐陽禾英,女,046/09/27,無,2,村里長
臺北市文山區樟腳里,高林玉嬌,女,044/08/26,中國國民黨,1,村里長
臺北市文山區萬芳里,陳姿秀,女,052/07/08,中國國民黨,1,村里長
臺北市文山區萬芳里,林明通,男,042/09/19,無,2,村里長
臺北市文山區博嘉里,吳坤輝,男,055/12/19,無,1,村里長
臺北市文山區博嘉里,林文旭,男,043/10/26,中國國民黨,2,村里長
臺北市文山區博嘉里,陳昌泉,男,046/09/19,無,3,村里長
臺北市文山區萬興里,林志冠,男,056/12/16,無,1,村里長
臺北市文山區萬興里,詹聆幼,女,073/03/22,無,2,村里長
臺北市文山區萬興里,鄭見雲,男,065/05/17,無,3,村里長
臺北市文山區指南里,張凱茜,女,070/05/06,無,1,村里長
臺北市文山區指南里,張佳南,女,059/03/18,中國國民黨,2,村里長
臺北市文山區老泉里,周良富,男,056/07/18,無,1,村里長
臺北市文山區老泉里,高進來,男,035/11/15,無,2,村里長
臺北市文山區忠順里,曾寧旖,女,047/09/15,中國國民黨,1,村里長
臺北市文山區萬美里,丁增義,男,048/10/02,中國國民黨,1,村里長
臺北市文山區萬美里,鄧瑞興,男,046/08/18,無,2,村里長
臺北市文山區萬美里,尤敏,女,076/08/06,無,3,村里長
臺北市文山區政大里,劉俊奇,男,058/03/03,中國國民黨,1,村里長
臺北市文山區政大里,鄭文綺,女,086/09/17,無,2,村里長
臺北市文山區樟文里,林淑珠,女,054/11/03,中國國民黨,1,村里長
臺北市文山區興邦里,張朝雄,男,053/04/07,中國國民黨,1,村里長
臺北市文山區樟樹里,陳再炯,男,049/08/25,中國國民黨,1,村里長
臺北市南港區南港里,李志錦,男,054/02/18,中國國民黨,1,村里長
臺北市南港區中南里,詹坤隆,男,043/07/09,無,1,村里長
臺北市南港區新富里,潘麒任,男,049/07/26,無,1,村里長
臺北市南港區新富里,許睦燦,男,050/11/20,無,2,村里長
臺北市南港區三重里,江輝吉,男,032/12/06,中國國民黨,1,村里長
臺北市南港區三重里,杜志勇,男,064/03/26,無,2,村里長
臺北市南港區東新里,蕭漢榮,男,041/10/20,中國國民黨,1,村里長
臺北市南港區東新里,闕陳月英,女,041/10/08,無,2,村里長
臺北市南港區新光里,龔睿堉,男,059/05/20,中國國民黨,1,村里長
臺北市南港區東明里,曾漢祺,男,038/10/02,中國國民黨,1,村里長
臺北市南港區西新里,陳東村,男,045/12/03,無,1,村里長
臺北市南港區西新里,胡家瑒,男,073/06/02,無,2,村里長
臺北市南港區西新里,吳庚霖,男,080/07/20,中國國民黨,3,村里長
臺北市南港區玉成里,黃聰智,男,045/05/13,無,1,村里長
臺北市南港區玉成里,劉文中,男,071/11/16,民主進步黨,2,村里長
臺北市南港區合成里,巫永仁,男,046/12/02,無,1,村里長
臺北市南港區成福里,李宜柏,男,081/02/12,無,1,村里長
臺北市南港區成福里,卜學明,男,056/06/13,中國國民黨,2,村里長
臺北市南港區成福里,林宥彤,女,066/10/29,無,3,村里長
臺北市南港區成福里,方秋香,女,054/06/28,無,4,村里長
臺北市南港區成福里,王秋娥,女,055/08/13,中國國民黨,5,村里長
臺北市南港區萬福里,林建華,男,045/08/30,中國國民黨,1,村里長
臺北市南港區鴻福里,劉明康,男,039/05/23,中國國民黨,1,村里長
臺北市南港區百福里,李雯馨,女,048/11/05,無,1,村里長
臺北市南港區聯成里,李品君,女,088/10/13,無,1,村里長
臺北市南港區聯成里,鮑黎登,男,042/03/04,中國國民黨,2,村里長
臺北市南港區舊莊里,張瑞芳,女,051/06/25,無,1,村里長
臺北市南港區中研里,潘重儒,男,052/04/06,無,1,村里長
臺北市南港區中研里,謝志勇,男,051/11/11,無,2,村里長
